Date,AAPL,ADBE,AMZN,ASML,BKNG,CMCSA,COST,CRM,DIS,GOOGL,HD,KO,LOW,MCD,MDLZ,MSFT,NFLX,NKE,NTES,NVDA,ORCL,PEP,PG,PM,SBUX,T,TM,TMUS,TSM,UL,VZ,WMT
2008-12-02,3.302500009536743,22.0,2.059499979019165,14.180000305175781,61.9900016784668,8.0,50.099998474121094,7.267499923706055,21.459999084472656,6.884634971618652,21.850000381469727,21.96500015258789,19.75,57.04999923706055,26.149999618530273,19.149999618530273,3.315713882446289,12.5024995803833,3.552000045776367,1.8025000095367432,15.789999961853027,54.45000076293945,61.439998626708984,40.029998779296875,4.264999866485596,21.178247451782227,61.95000076293945,27.65999984741211,6.308457851409912,21.959999084472656,30.134374618530273,53.45000076293945
2008-12-03,3.424999952316284,22.540000915527344,2.260499954223633,14.430000305175781,60.16999816894531,8.029999732971191,51.41999816894531,7.932499885559082,21.940000534057617,6.992743015289307,22.760000228881836,23.06999969482422,21.260000228881836,59.54999923706055,26.6299991607666,19.8700008392334,3.4014289379119873,13.0024995803833,3.812000036239624,1.8949999809265137,16.1299991607666,54.08000183105469,62.880001068115234,41.61000061035156,4.320000171661377,21.9637451171875,61.86000061035156,29.639999389648438,6.507462978363037,22.079999923706055,31.128536224365234,54.380001068115234
2008-12-04,3.2646429538726807,20.440000534057617,2.365999937057495,14.0600004196167,58.22999954223633,7.889999866485596,52.75,7.167500019073486,21.790000915527344,6.865365028381348,23.219999313354492,22.375,21.479999542236328,60.84000015258789,26.110000610351562,19.110000610351562,3.309999942779541,12.989999771118164,3.7219998836517334,1.7699999809265137,15.4399995803833,52.33000183105469,61.25,40.86000061035156,4.304999828338623,21.27643585205078,58.400001525878906,29.1200008392334,6.388060092926025,21.479999542236328,30.15313148498535,55.11000061035156
2008-12-05,3.357142925262451,21.65999984741211,2.4130001068115234,14.170000076293945,60.459999084472656,8.079999923706055,55.58000183105469,7.789999961853027,22.770000457763672,7.106856822967529,24.399999618530273,22.989999771118164,22.34000015258789,62.720001220703125,27.649999618530273,19.8700008392334,3.609999895095825,13.335000038146973,3.7699999809265137,1.840000033378601,16.31999969482422,53.369998931884766,62.630001068115234,42.36000061035156,4.559999942779541,21.261329650878906,58.16999816894531,30.780000686645508,6.6865668296813965,22.059999465942383,31.128536224365234,58.209999084472656
2008-12-08,3.561429023742676,22.600000381469727,2.570499897003174,14.460000038146973,64.44999694824219,8.274999618530273,55.189998626708984,8.710000038146973,24.920000076293945,7.560309886932373,24.25,22.989999771118164,22.860000610351562,60.91999816894531,27.68000030517578,21.010000228881836,3.6442859172821045,14.042499542236328,3.9579999446868896,1.7799999713897705,17.040000915527344,53.599998474121094,62.4900016784668,42.65999984741211,4.800000190734863,22.643505096435547,60.18000030517578,31.5,6.905473232269287,22.780000686645508,32.103939056396484,57.560001373291016
2008-12-09,3.573570966720581,22.889999389648438,2.5625,14.779999732971191,61.599998474121094,8.204999923706055,53.099998474121094,8.335000038146973,23.530000686645508,7.656907081604004,23.200000762939453,22.415000915527344,22.09000015258789,59.68000030517578,26.950000762939453,20.600000381469727,4.012856960296631,13.234999656677246,3.921999931335449,1.9524999856948853,16.940000534057617,52.27000045776367,59.790000915527344,41.970001220703125,4.635000228881836,22.024169921875,59.220001220703125,30.260000228881836,7.094526767730713,22.459999084472656,31.27859878540039,55.810001373291016
2008-12-10,3.507499933242798,23.440000534057617,2.484999895095825,16.059999465942383,62.08000183105469,8.225000381469727,53.689998626708984,8.645000457763672,23.700000762939453,7.7282280921936035,24.290000915527344,22.655000686645508,22.790000915527344,61.65999984741211,26.8700008392334,20.610000610351562,4.068571090698242,12.625,4.039999961853027,2.137500047683716,17.389999389648438,53.0099983215332,59.119998931884766,42.29999923706055,4.764999866485596,21.208459854125977,63.400001525878906,30.579999923706055,7.462687015533447,22.1200008392334,30.706485748291016,55.25
2008-12-11,3.392857074737549,22.190000534057617,2.4124999046325684,15.880000114440918,60.959999084472656,7.985000133514404,52.060001373291016,7.877500057220459,22.81999969482422,7.513012886047363,22.989999771118164,22.110000610351562,21.520000457763672,60.869998931884766,26.809999465942383,19.450000762939453,4.019999980926514,12.182499885559082,3.888000011444092,2.047499895095825,16.459999084472656,52.709999084472656,58.58000183105469,41.95000076293945,4.485000133514404,21.102718353271484,64.51000213623047,30.059999465942383,7.263681888580322,21.440000534057617,30.453256607055664,54.790000915527344
2008-12-12,3.509643077850342,22.43000030517578,2.5625,16.440000534057617,64.69000244140625,7.824999809265137,53.400001525878906,7.987500190734863,22.610000610351562,7.901902198791504,23.469999313354492,22.28499984741211,21.989999771118164,60.59000015258789,26.959999084472656,19.360000610351562,4.072856903076172,12.342499732971191,3.8980000019073486,2.1500000953674316,16.84000015258789,52.029998779296875,58.939998626708984,41.36000061035156,4.670000076293945,21.28398895263672,63.20000076293945,29.65999984741211,7.701492786407471,22.079999923706055,30.762758255004883,54.630001068115234
2008-12-15,3.3839290142059326,21.360000610351562,2.442500114440918,16.799999237060547,62.93000030517578,7.800000190734863,52.7400016784668,7.627500057220459,22.770000457763672,7.774525165557861,23.40999984741211,22.485000610351562,21.940000534057617,60.689998626708984,26.739999771118164,19.040000915527344,4.070000171661377,12.047499656677246,3.9000000953674316,2.0799999237060547,16.450000762939453,52.41999816894531,59.36000061035156,41.540000915527344,4.5,20.490936279296875,65.69999694824219,29.18000030517578,7.63184118270874,22.079999923706055,30.29381561279297,54.709999084472656
