Date,AAPL,ADBE,AMZN,ASML,BKNG,CMCSA,COST,CRM,DIS,GOOGL,HD,KO,LOW,MCD,MDLZ,MSFT,NFLX,NKE,NTES,NVDA,ORCL,PEP,PG,PM,SBUX,T,TM,TMUS,TSM,UL,VZ,WMT
2009-06-23,4.74571418762207,27.200000762939453,3.8125,19.65999984741211,103.45999908447266,6.809999942779541,44.97999954223633,9.095000267028809,22.549999237060547,10.073823928833008,22.719999313354492,23.875,18.190000534057617,56.63999938964844,25.200000762939453,23.209999084472656,5.574285984039307,13.337499618530273,6.618000030517578,2.5225000381469727,19.729999542236328,52.79999923706055,50.38999938964844,41.279998779296875,6.894999980926514,18.202417373657227,74.80000305175781,28.0,9.034826278686523,24.149999618530273,28.14604949951172,48.25
2009-06-24,4.816429138183594,27.5,3.890000104904175,20.399999618530273,103.05000305175781,6.860000133514404,44.779998779296875,9.5,22.780000686645508,10.174174308776855,22.530000686645508,23.68000030517578,18.020000457763672,56.040000915527344,25.649999618530273,23.360000610351562,5.619999885559082,13.1899995803833,6.730000019073486,2.6575000286102295,20.780000686645508,52.70000076293945,50.060001373291016,41.34000015258789,7.039999961853027,18.519636154174805,75.5199966430664,28.440000534057617,9.452735900878906,23.739999771118164,28.74629783630371,48.11000061035156
2009-06-25,4.8289289474487305,27.40999984741211,3.9514999389648438,20.229999542236328,108.77999877929688,6.849999904632568,44.81999969482422,9.569999694824219,22.780000686645508,10.17292308807373,22.649999618530273,23.59000015258789,18.1200008392334,56.150001525878906,25.5,23.200000762939453,5.591429233551025,12.539999961853027,7.191999912261963,2.6600000858306885,21.1299991607666,52.560001373291016,50.119998931884766,41.380001068115234,7.050000190734863,18.489425659179688,75.75,28.760000228881836,9.35323429107666,23.5,28.624372482299805,48.31999969482422
2009-06-26,4.990714073181152,27.479999542236328,4.05649995803833,21.229999542236328,112.56999969482422,7.010000228881836,45.83000183105469,9.6274995803833,23.149999618530273,10.338088035583496,23.420000076293945,23.815000534057617,18.760000228881836,56.75,25.260000228881836,23.31999969482422,5.764286041259766,12.6274995803833,7.443999767303467,2.817500114440918,21.149999618530273,53.5,51.04999923706055,41.75,7.25,18.58761215209961,76.12000274658203,29.020000457763672,9.393034934997559,23.90999984741211,28.840087890625,48.43000030517578
2009-06-29,5.054999828338623,28.049999237060547,4.120500087738037,21.229999542236328,112.62999725341797,7.050000190734863,46.0099983215332,9.592499732971191,23.309999465942383,10.566567420959473,23.559999465942383,24.059999465942383,19.18000030517578,56.599998474121094,25.399999618530273,23.549999237060547,5.742856979370117,12.699999809265137,7.125999927520752,2.862499952316284,21.219999313354492,54.61000061035156,51.599998474121094,42.5,7.210000038146973,18.761329650878906,74.8499984741211,28.520000457763672,9.452735900878906,23.93000030517578,28.915117263793945,48.400001525878906
2009-06-30,5.064286231994629,27.940000534057617,4.123499870300293,21.3700008392334,110.0,7.070000171661377,45.63999938964844,9.487500190734863,23.040000915527344,10.46596622467041,23.350000381469727,23.905000686645508,19.020000457763672,57.209999084472656,25.079999923706055,23.6299991607666,5.7014288902282715,12.819999694824219,6.880000114440918,2.7699999809265137,21.280000686645508,54.720001220703125,50.75,42.5099983215332,6.894999980926514,18.61782455444336,74.91000366210938,26.440000534057617,9.273632049560547,23.3799991607666,28.652509689331055,48.29999923706055
2009-07-01,5.090000152587891,28.3799991607666,4.06850004196167,22.219999313354492,111.45999908447266,7.210000038146973,45.709999084472656,9.5,23.389999389648438,10.464214324951172,23.479999542236328,24.204999923706055,19.34000015258789,57.650001525878906,25.489999771118164,23.959999084472656,5.78000020980835,12.837499618530273,6.703999996185303,2.7874999046325684,21.6200008392334,55.119998931884766,51.279998779296875,43.79999923706055,6.974999904632568,18.768882751464844,75.02999877929688,24.700000762939453,9.343283653259277,23.780000686645508,28.71816062927246,48.16999816894531
2009-07-02,4.992499828338623,27.579999923706055,3.92549991607666,21.75,109.5,6.900000095367432,44.59000015258789,9.444999694824219,22.56999969482422,10.18043041229248,22.75,24.385000228881836,18.510000228881836,57.25,25.8700008392334,23.209999084472656,5.67285680770874,12.765000343322754,6.464000225067139,2.6875,20.860000610351562,55.77000045776367,50.7400016784668,42.83000183105469,6.679999828338623,18.48187255859375,73.62999725341797,24.0,9.233831405639648,23.43000030517578,28.286731719970703,47.7599983215332
2009-07-06,4.8660712242126465,26.809999465942383,3.8269999027252197,21.399999618530273,106.41999816894531,6.864999771118164,44.5,9.199999809265137,22.600000381469727,10.051551818847656,22.520000457763672,24.190000534057617,18.520000457763672,56.79999923706055,25.799999237060547,22.8700008392334,5.59428596496582,12.6850004196167,6.53000020980835,2.5924999713897705,20.5,56.08000183105469,50.52000045776367,42.29999923706055,6.579999923706055,18.466766357421875,75.2699966430664,23.18000030517578,9.034826278686523,23.229999542236328,28.155427932739258,47.56999969482422
2009-07-07,4.82785701751709,26.299999237060547,3.7704999446868896,21.440000534057617,104.94000244140625,6.630000114440918,44.47999954223633,8.8725004196167,22.5,9.909408569335938,22.31999969482422,24.274999618530273,18.56999969482422,56.75,25.719999313354492,22.459999084472656,5.525713920593262,12.72249984741211,6.73199987411499,2.515000104904175,20.1200008392334,55.91999816894531,51.630001068115234,43.63999938964844,6.474999904632568,18.315710067749023,74.22000122070312,23.459999084472656,9.124378204345703,23.420000076293945,27.71462059020996,47.72999954223633
